Date,Time,League,Division,Type,Away_Team,Away_Link,Away_Score,Home_Team,Home_Link,Home_Score,Location,Summary
2025-08-05,19:30,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Kraken,https://pitfootball.com/league/pit-football/division/9/teams/49,,Wickermen,https://pitfootball.com/league/pit-football/division/9/teams/54,,Assiniboine Park (Deer) (1),
2025-08-05,19:00,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Goobers,https://pitfootball.com/league/pit-football/division/2/teams/7,,Down To Football,https://pitfootball.com/league/pit-football/division/2/teams/8,,RecPlex Field (2),
2025-08-05,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Low Expectationz,https://pitfootball.com/league/pit-football/division/4/teams/20,,Lightweight,https://pitfootball.com/league/pit-football/division/4/teams/19,,RecPlex Field (1),
2025-08-05,18:00,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Last Hurrah,https://pitfootball.com/league/pit-football/division/6/teams/34,,"Beers, Girls, and Football",https://pitfootball.com/league/pit-football/division/6/teams/35,,John Forsyth (1),
2025-08-05,18:00,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Boozers,https://pitfootball.com/league/pit-football/division/9/teams/52,,Original 16 Free Agents,https://pitfootball.com/league/pit-football/division/9/teams/51,,Assiniboine Park (Deer) (1),
2025-07-31,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Necessary Roughness,https://pitfootball.com/league/pit-football/division/8/teams/46,7,Past Our Bed Times,https://pitfootball.com/league/pit-football/division/8/teams/47,36,N/A,https://pitfootball.com/league/pit-football/division/8/schedule/36
2025-07-31,19:45,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Wickermen,https://pitfootball.com/league/pit-football/division/9/teams/54,,Boozers,https://pitfootball.com/league/pit-football/division/9/teams/52,,Burton Cummings CC (1),
2025-07-31,18:15,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Fail Mary,https://pitfootball.com/league/pit-football/division/7/teams/37,12,Rebels,https://pitfootball.com/league/pit-football/division/7/teams/41,32,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/22
2025-07-31,18:15,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Gen Gap,https://pitfootball.com/league/pit-football/division/10/teams/59,,Huddle Buddies,https://pitfootball.com/league/pit-football/division/10/teams/56,,Burton Cummings CC (1),
2025-07-30,21:00,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Down To Football,https://pitfootball.com/league/pit-football/division/2/teams/8,,Knights,https://pitfootball.com/league/pit-football/division/2/teams/6,,RecPlex Field (1),
2025-07-30,21:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,No Soup For You!,https://pitfootball.com/league/pit-football/division/3/teams/11,26,Black Widows,https://pitfootball.com/league/pit-football/division/3/teams/18,25,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/3/schedule/86
2025-07-30,20:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Wind Suckers,https://pitfootball.com/league/pit-football/division/3/teams/10,31,Los Amigos Del Huddle,https://pitfootball.com/league/pit-football/division/3/teams/12,7,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/3/schedule/85
2025-07-30,20:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Fat & Furious,https://pitfootball.com/league/pit-football/division/4/teams/24,,Ball Handlers,https://pitfootball.com/league/pit-football/division/4/teams/23,,RecPlex Field (1),
2025-07-30,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Young Wild & Everdeadly,https://pitfootball.com/league/pit-football/division/8/teams/44,21,Running Riot,https://pitfootball.com/league/pit-football/division/8/teams/42,27,N/A,https://pitfootball.com/league/pit-football/division/8/schedule/35
2025-07-30,19:45,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,One Bourbon One Scotch One Beer,https://pitfootball.com/league/pit-football/division/10/teams/62,33,Blast From the Past,https://pitfootball.com/league/pit-football/division/10/teams/61,19,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/10/schedule/56
2025-07-30,19:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Fighters of the Nightman,https://pitfootball.com/league/pit-football/division/3/teams/17,18,Sisters Football Club,https://pitfootball.com/league/pit-football/division/3/teams/14,32,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/3/schedule/84
2025-07-30,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Lightweight,https://pitfootball.com/league/pit-football/division/4/teams/19,,Winnipeg Blue Bonnies,https://pitfootball.com/league/pit-football/division/4/teams/21,,RecPlex Field (1),
2025-07-30,18:15,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Enforcers,https://pitfootball.com/league/pit-football/division/7/teams/40,43,Past Our Primetime,https://pitfootball.com/league/pit-football/division/7/teams/39,27,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/21
2025-07-30,18:15,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Gotham Knights,https://pitfootball.com/league/pit-football/division/8/teams/45,48,North End Hawkeyes,https://pitfootball.com/league/pit-football/division/8/teams/48,29,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/8/schedule/34
2025-07-29,21:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Bad Company,https://pitfootball.com/league/pit-football/division/3/teams/16,18,The Glue Factory,https://pitfootball.com/league/pit-football/division/3/teams/13,0,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/3/schedule/83
2025-07-29,21:00,5v5,Touch_5v5_Flag_Division_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,North Bay Flag,https://pitfootball.com/league/pit-football/division/1/teams/2,42,MennoKnights,https://pitfootball.com/league/pit-football/division/1/teams/3,12,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/1/schedule/64
2025-07-29,20:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Ball Handlers (Coed),https://pitfootball.com/league/pit-football/division/5/teams/30,,Edgers,https://pitfootball.com/league/pit-football/division/5/teams/29,,RecPlex Field (2),
2025-07-29,20:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Fighters of the Nightman,https://pitfootball.com/league/pit-football/division/3/teams/17,49,Ignite,https://pitfootball.com/league/pit-football/division/3/teams/15,34,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/3/schedule/82
2025-07-29,19:45,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,"Beers, Girls, and Football",https://pitfootball.com/league/pit-football/division/6/teams/35,26,Cream Machine,https://pitfootball.com/league/pit-football/division/6/teams/32,27,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/11
2025-07-29,19:45,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Last Hurrah,https://pitfootball.com/league/pit-football/division/6/teams/34,33,Strange Brew,https://pitfootball.com/league/pit-football/division/6/teams/31,30,N/A,https://pitfootball.com/league/pit-football/division/6/schedule/12
2025-07-29,19:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Down To Football Coed,https://pitfootball.com/league/pit-football/division/5/teams/28,,Dillos Football Club,https://pitfootball.com/league/pit-football/division/5/teams/25,,RecPlex Field (1),
2025-07-29,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Low Expectationz,https://pitfootball.com/league/pit-football/division/4/teams/20,,SKOL,https://pitfootball.com/league/pit-football/division/4/teams/22,,RecPlex Field (2),
2025-07-29,18:15,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Gym Class Heroes,https://pitfootball.com/league/pit-football/division/6/teams/33,0,Touch Football Team,https://pitfootball.com/league/pit-football/division/6/teams/36,36,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/10
2025-07-29,18:15,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Hogs,https://pitfootball.com/league/pit-football/division/10/teams/60,20,Injured Reserve,https://pitfootball.com/league/pit-football/division/10/teams/58,36,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/55
2025-07-28,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,North Bay,https://pitfootball.com/league/pit-football/division/8/teams/43,35,North End Hawkeyes,https://pitfootball.com/league/pit-football/division/8/teams/48,47,N/A,https://pitfootball.com/league/pit-football/division/8/schedule/33
2025-07-28,19:30,5v5,Touch_5v5_Flag_Division_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Winnipeg Rebellion,https://pitfootball.com/league/pit-football/division/1/teams/1,35,Summer Kool Aid Squad,https://pitfootball.com/league/pit-football/division/1/teams/4,25,John Forsyth (1),https://pitfootball.com/league/pit-football/division/1/schedule/63
2025-07-28,18:30,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Rouge God-ish,https://pitfootball.com/league/pit-football/division/2/teams/9,,Goobers,https://pitfootball.com/league/pit-football/division/2/teams/7,,John Forsyth (1),
2025-07-28,18:15,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Boats 'n Bros FC,https://pitfootball.com/league/pit-football/division/9/teams/50,40,Kraken,https://pitfootball.com/league/pit-football/division/9/teams/49,26,N/A,https://pitfootball.com/league/pit-football/division/9/schedule/44
2025-07-27,19:45,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Coulda been,https://pitfootball.com/league/pit-football/division/7/teams/38,32,Rebels,https://pitfootball.com/league/pit-football/division/7/teams/41,13,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/20
2025-07-27,18:00,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Original 16 Free Agents,https://pitfootball.com/league/pit-football/division/9/teams/51,7,Blouses Football,https://pitfootball.com/league/pit-football/division/9/teams/53,26,N/A,https://pitfootball.com/league/pit-football/division/9/schedule/43
2025-07-27,16:15,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Young Wild & Everdeadly,https://pitfootball.com/league/pit-football/division/8/teams/44,,Past Our Bed Times,https://pitfootball.com/league/pit-football/division/8/teams/47,,N/A,
2025-07-27,15:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Bear Minimum,https://pitfootball.com/league/pit-football/division/5/teams/26,,Bruh,https://pitfootball.com/league/pit-football/division/5/teams/27,,John Forsyth (1),
2025-07-25,19:45,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Coulda been,https://pitfootball.com/league/pit-football/division/7/teams/38,14,Fail Mary,https://pitfootball.com/league/pit-football/division/7/teams/37,27,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/19
2025-07-25,18:15,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Huddle Buddies,https://pitfootball.com/league/pit-football/division/10/teams/56,24,Blast From the Past,https://pitfootball.com/league/pit-football/division/10/teams/61,7,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/54
2025-07-24,20:00,5v5,Touch_5v5_Flag_Division_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Summer Kool Aid Squad,https://pitfootball.com/league/pit-football/division/1/teams/4,33,MennoKnights,https://pitfootball.com/league/pit-football/division/1/teams/3,32,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/1/schedule/62
2025-07-24,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Running Riot,https://pitfootball.com/league/pit-football/division/8/teams/42,27,Necessary Roughness,https://pitfootball.com/league/pit-football/division/8/teams/46,13,N/A,https://pitfootball.com/league/pit-football/division/8/schedule/31
2025-07-24,19:45,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Wickermen,https://pitfootball.com/league/pit-football/division/9/teams/54,12,Boats 'n Bros FC,https://pitfootball.com/league/pit-football/division/9/teams/50,27,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/9/schedule/42
2025-07-24,19:00,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Down To Football,https://pitfootball.com/league/pit-football/division/2/teams/8,39,Rouge God-ish,https://pitfootball.com/league/pit-football/division/2/teams/9,38,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/2/schedule/70
2025-07-24,18:15,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,"Beers, Girls, and Football",https://pitfootball.com/league/pit-football/division/6/teams/35,13,Strange Brew,https://pitfootball.com/league/pit-football/division/6/teams/31,20,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/9
2025-07-24,18:15,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Gen Gap,https://pitfootball.com/league/pit-football/division/10/teams/59,26,Boltz,https://pitfootball.com/league/pit-football/division/10/teams/57,29,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/53
2025-07-23,21:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Wind Suckers,https://pitfootball.com/league/pit-football/division/3/teams/10,31,The Glue Factory,https://pitfootball.com/league/pit-football/division/3/teams/13,18,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/3/schedule/81
2025-07-23,21:00,5v5,Touch_5v5_Flag_Division_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,North Bay Flag,https://pitfootball.com/league/pit-football/division/1/teams/2,31,Summer Kool Aid Squad,https://pitfootball.com/league/pit-football/division/1/teams/4,28,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/1/schedule/61
2025-07-23,20:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Dillos Football Club,https://pitfootball.com/league/pit-football/division/5/teams/25,1,Edgers,https://pitfootball.com/league/pit-football/division/5/teams/29,0,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/5/schedule/102
2025-07-23,20:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Low Expectationz,https://pitfootball.com/league/pit-football/division/4/teams/20,7,Fat & Furious,https://pitfootball.com/league/pit-football/division/4/teams/24,31,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/4/schedule/93
2025-07-23,19:45,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Rebels,https://pitfootball.com/league/pit-football/division/7/teams/41,33,Enforcers,https://pitfootball.com/league/pit-football/division/7/teams/40,8,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/7/schedule/18
2025-07-23,19:45,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Injured Reserve,https://pitfootball.com/league/pit-football/division/10/teams/58,12,Cobras,https://pitfootball.com/league/pit-football/division/10/teams/55,1,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/52
2025-07-23,19:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,No Soup For You!,https://pitfootball.com/league/pit-football/division/3/teams/11,38,Sisters Football Club,https://pitfootball.com/league/pit-football/division/3/teams/14,34,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/3/schedule/80
2025-07-23,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,SKOL,https://pitfootball.com/league/pit-football/division/4/teams/22,34,Winnipeg Blue Bonnies,https://pitfootball.com/league/pit-football/division/4/teams/21,21,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/4/schedule/92
2025-07-23,18:15,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Gym Class Heroes,https://pitfootball.com/league/pit-football/division/6/teams/33,13,Last Hurrah,https://pitfootball.com/league/pit-football/division/6/teams/34,26,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/8
2025-07-23,18:15,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Fail Mary,https://pitfootball.com/league/pit-football/division/7/teams/37,22,Past Our Primetime,https://pitfootball.com/league/pit-football/division/7/teams/39,24,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/17
2025-07-22,21:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Bruh,https://pitfootball.com/league/pit-football/division/5/teams/27,37,Ball Handlers (Coed),https://pitfootball.com/league/pit-football/division/5/teams/30,21,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/5/schedule/101
2025-07-22,21:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Black Widows,https://pitfootball.com/league/pit-football/division/3/teams/18,18,Bad Company,https://pitfootball.com/league/pit-football/division/3/teams/16,40,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/3/schedule/79
2025-07-22,20:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Bear Minimum,https://pitfootball.com/league/pit-football/division/5/teams/26,6,Down To Football Coed,https://pitfootball.com/league/pit-football/division/5/teams/28,40,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/5/schedule/100
2025-07-22,20:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Ignite,https://pitfootball.com/league/pit-football/division/3/teams/15,46,Los Amigos Del Huddle,https://pitfootball.com/league/pit-football/division/3/teams/12,31,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/3/schedule/78
2025-07-22,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Running Riot,https://pitfootball.com/league/pit-football/division/8/teams/42,14,North Bay,https://pitfootball.com/league/pit-football/division/8/teams/43,39,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/8/schedule/30
2025-07-22,19:45,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Hogs,https://pitfootball.com/league/pit-football/division/10/teams/60,32,One Bourbon One Scotch One Beer,https://pitfootball.com/league/pit-football/division/10/teams/62,12,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/51
2025-07-22,19:00,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Rouge God-ish,https://pitfootball.com/league/pit-football/division/2/teams/9,28,Knights,https://pitfootball.com/league/pit-football/division/2/teams/6,47,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/2/schedule/69
2025-07-22,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Ball Handlers,https://pitfootball.com/league/pit-football/division/4/teams/23,32,Lightweight,https://pitfootball.com/league/pit-football/division/4/teams/19,7,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/4/schedule/91
2025-07-22,18:15,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Past Our Bed Times,https://pitfootball.com/league/pit-football/division/8/teams/47,37,Gotham Knights,https://pitfootball.com/league/pit-football/division/8/teams/45,12,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/8/schedule/29
2025-07-22,18:15,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Original 16 Free Agents,https://pitfootball.com/league/pit-football/division/9/teams/51,0,Wickermen,https://pitfootball.com/league/pit-football/division/9/teams/54,1,N/A,https://pitfootball.com/league/pit-football/division/9/schedule/41
2025-07-21,20:00,5v5,Touch_5v5_Flag_Division_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Winnipeg Rebellion,https://pitfootball.com/league/pit-football/division/1/teams/1,68,MennoKnights,https://pitfootball.com/league/pit-football/division/1/teams/3,58,John Forsyth (1),https://pitfootball.com/league/pit-football/division/1/schedule/60
2025-07-21,19:45,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Cream Machine,https://pitfootball.com/league/pit-football/division/6/teams/32,14,Strange Brew,https://pitfootball.com/league/pit-football/division/6/teams/31,35,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/7
2025-07-21,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Necessary Roughness,https://pitfootball.com/league/pit-football/division/8/teams/46,42,North End Hawkeyes,https://pitfootball.com/league/pit-football/division/8/teams/48,18,Frank Whyte Field (1),https://pitfootball.com/league/pit-football/division/8/schedule/28
2025-07-21,19:00,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Fighters of the Nightman,https://pitfootball.com/league/pit-football/division/2/teams/63,18,Goobers,https://pitfootball.com/league/pit-football/division/2/teams/7,61,John Forsyth (1),https://pitfootball.com/league/pit-football/division/2/schedule/68
2025-07-21,18:15,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Touch Football Team,https://pitfootball.com/league/pit-football/division/6/teams/36,35,"Beers, Girls, and Football",https://pitfootball.com/league/pit-football/division/6/teams/35,33,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/6
2025-07-21,18:15,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Boozers,https://pitfootball.com/league/pit-football/division/9/teams/52,7,Kraken,https://pitfootball.com/league/pit-football/division/9/teams/49,26,Frank Whyte Field (1),https://pitfootball.com/league/pit-football/division/9/schedule/40
2025-07-20,19:45,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Young Wild & Everdeadly,https://pitfootball.com/league/pit-football/division/8/teams/44,8,North Bay,https://pitfootball.com/league/pit-football/division/8/teams/43,45,N/A,https://pitfootball.com/league/pit-football/division/8/schedule/27
2025-07-20,18:00,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Enforcers,https://pitfootball.com/league/pit-football/division/7/teams/40,21,Coulda been,https://pitfootball.com/league/pit-football/division/7/teams/38,27,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/16
2025-07-20,16:15,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Blast From the Past,https://pitfootball.com/league/pit-football/division/10/teams/61,20,Cobras,https://pitfootball.com/league/pit-football/division/10/teams/55,27,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/50
2025-07-20,15:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,Wind Suckers,https://pitfootball.com/league/pit-football/division/3/teams/10,18,Ignite,https://pitfootball.com/league/pit-football/division/3/teams/15,25,John Forsyth (1),https://pitfootball.com/league/pit-football/division/3/schedule/77
2025-07-17,20:00,7v7,Touch_7v7_D4_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,Boozers,https://pitfootball.com/league/pit-football/division/9/teams/52,20,Boats 'n Bros FC,https://pitfootball.com/league/pit-football/division/9/teams/50,12,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/9/schedule/39
2025-07-17,20:00,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Hogs,https://pitfootball.com/league/pit-football/division/10/teams/60,15,Gen Gap,https://pitfootball.com/league/pit-football/division/10/teams/59,8,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/49
2025-07-17,18:30,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Cream Machine,https://pitfootball.com/league/pit-football/division/6/teams/32,30,Last Hurrah,https://pitfootball.com/league/pit-football/division/6/teams/34,29,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/6/schedule/4
2025-07-17,18:30,7v7,Touch_7v7_D1_(Sponsored_by_Original_16),REGULAR,Strange Brew,https://pitfootball.com/league/pit-football/division/6/teams/31,24,Touch Football Team,https://pitfootball.com/league/pit-football/division/6/teams/36,22,John Forsyth (1),https://pitfootball.com/league/pit-football/division/6/schedule/5
2025-07-16,21:00,5v5,Touch_5v5_D2_(Sponsored_by_Tapps),REGULAR,Fighters of the Nightman,https://pitfootball.com/league/pit-football/division/2/teams/63,26,Rouge God-ish,https://pitfootball.com/league/pit-football/division/2/teams/9,53,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/2/schedule/67
2025-07-16,21:00,5v5,Touch_5v5_Flag_Division_(Sponsored_by_the_Winnipeg_Blue_Bombers),REGULAR,North Bay Flag,https://pitfootball.com/league/pit-football/division/1/teams/2,37,Winnipeg Rebellion,https://pitfootball.com/league/pit-football/division/1/teams/1,40,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/1/schedule/59
2025-07-16,20:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Edgers,https://pitfootball.com/league/pit-football/division/5/teams/29,40,Bruh,https://pitfootball.com/league/pit-football/division/5/teams/27,0,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/5/schedule/99
2025-07-16,20:00,5v5,Touch_5v5_D3_(Sponsored_by_Original_16),REGULAR,The Glue Factory,https://pitfootball.com/league/pit-football/division/3/teams/13,26,No Soup For You!,https://pitfootball.com/league/pit-football/division/3/teams/11,46,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/3/schedule/76
2025-07-16,20:00,7v7,Touch_7v7_D5_(Sponsored_by_Original_16),REGULAR,Boltz,https://pitfootball.com/league/pit-football/division/10/teams/57,33,Huddle Buddies,https://pitfootball.com/league/pit-football/division/10/teams/56,8,N/A,https://pitfootball.com/league/pit-football/division/10/schedule/48
2025-07-16,19:45,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Enforcers,https://pitfootball.com/league/pit-football/division/7/teams/40,21,Fail Mary,https://pitfootball.com/league/pit-football/division/7/teams/37,15,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/7/schedule/15
2025-07-16,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Winnipeg Blue Bonnies,https://pitfootball.com/league/pit-football/division/4/teams/21,34,Low Expectationz,https://pitfootball.com/league/pit-football/division/4/teams/20,18,RecPlex Field (1),https://pitfootball.com/league/pit-football/division/4/schedule/89
2025-07-16,19:00,5v5,Touch_5v5_D5_(Sponsored_by_Apex_Field_Lining),REGULAR,Fat & Furious,https://pitfootball.com/league/pit-football/division/4/teams/24,6,Lightweight,https://pitfootball.com/league/pit-football/division/4/teams/19,19,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/4/schedule/90
2025-07-16,18:30,7v7,Touch_7v7_D2_(Sponsored_by_Tapps),REGULAR,Past Our Primetime,https://pitfootball.com/league/pit-football/division/7/teams/39,0,Rebels,https://pitfootball.com/league/pit-football/division/7/teams/41,1,N/A,https://pitfootball.com/league/pit-football/division/7/schedule/14
2025-07-16,18:15,7v7,Touch_7v7_D3_(Sponsored_by_Apex_Field_Lining),REGULAR,Young Wild & Everdeadly,https://pitfootball.com/league/pit-football/division/8/teams/44,20,Gotham Knights,https://pitfootball.com/league/pit-football/division/8/teams/45,26,Burton Cummings CC (1),https://pitfootball.com/league/pit-football/division/8/schedule/26
2025-07-15,21:00,5v5,Touch_5v5_Coed_Division_(Sponsored_by_Tavern_United),REGULAR,Bear Minimum,https://pitfootball.com/league/pit-football/division/5/teams/26,14,Dillos Football Club,https://pitfootball.com/league/pit-football/division/5/teams/25,12,RecPlex Field (2),https://pitfootball.com/league/pit-football/division/5/schedule/98
