Date,Time,League,Division,Type,Away_Team,Away_Link,Away_Score,Home_Team,Home_Link,Home_Score,Location,Summary,Scraped_At
2026-04-17,8:30 PM,5v5,Touch_Division_10,REGULAR,Loose Cannons,https://pitfootball.com/league/pit-football/teams/620,25,Gym Class Zeros,https://pitfootball.com/league/pit-football/teams/585,37,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/128/schedule/2148,2026-08-29 15:30:28
2026-04-17,8:30 PM,5v5,Touch_Division_10,REGULAR,Venum,https://pitfootball.com/league/pit-football/teams/565,25,The peasants,https://pitfootball.com/league/pit-football/teams/622,26,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/128/schedule/2150,2026-08-29 15:30:28
2026-04-17,8:30 PM,5v5,Touch_Division_6,REGULAR,Injured Reserve,https://pitfootball.com/league/pit-football/teams/567,19,Past Our Bed Time,https://pitfootball.com/league/pit-football/teams/590,32,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/124/schedule/2145,2026-08-29 15:30:28
2026-04-17,8:30 PM,Coed,Coed_Division_(Touch),REGULAR,Double tD’s,https://pitfootball.com/league/pit-football/teams/530,8,Danger Zone,https://pitfootball.com/league/pit-football/teams/621,58,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2142,2026-08-29 15:30:28
2026-04-17,8:00 PM,Flag,Flag_D1_Men's,REGULAR,MennoKnights,https://pitfootball.com/league/pit-football/teams/563,44,Alliance,https://pitfootball.com/league/pit-football/teams/594,35,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2158,2026-08-29 15:30:28
2026-04-17,8:00 PM,5v5,Touch_Division_15,REGULAR,Young Bucks and Old Fs,https://pitfootball.com/league/pit-football/teams/596,12,Please Lettuce Win,https://pitfootball.com/league/pit-football/teams/618,26,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/133/schedule/2166,2026-08-29 15:30:28
2026-04-17,8:00 PM,5v5,Touch_Division_14,REGULAR,Reapers,https://pitfootball.com/league/pit-football/teams/532,30,Cheeky Pints,https://pitfootball.com/league/pit-football/teams/545,19,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/132/schedule/2154,2026-08-29 15:30:28
2026-04-17,8:00 PM,5v5,Touch_Division_1_&_2,REGULAR,Cream Team,https://pitfootball.com/league/pit-football/teams/624,44,Polk High,https://pitfootball.com/league/pit-football/teams/613,25,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/175/schedule/2162,2026-08-29 15:30:28
2026-04-17,7:00 PM,Flag,Flag_D1_Men's,REGULAR,Peg CIty,https://pitfootball.com/league/pit-football/teams/605,39,A1 Flags,https://pitfootball.com/league/pit-football/teams/647,18,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2157,2026-08-29 15:30:28
2026-04-17,7:00 PM,5v5,Touch_Division_13,REGULAR,Low Expectationz,https://pitfootball.com/league/pit-football/teams/560,1,Passaholics,https://pitfootball.com/league/pit-football/teams/611,0,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/131/schedule/2153,2026-08-29 15:30:28
2026-04-17,7:00 PM,Flag,Flag_D1_Women's,REGULAR,Team Manitoba U16 Girls,https://pitfootball.com/league/pit-football/teams/543,19,Havoc,https://pitfootball.com/league/pit-football/teams/546,13,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/173/schedule/2165,2026-08-29 15:30:28
2026-04-17,7:00 PM,5v5,Touch_Division_1_&_2,REGULAR,Rouge Gods,https://pitfootball.com/league/pit-football/teams/628,14,Be Sexy,https://pitfootball.com/league/pit-football/teams/574,32,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/175/schedule/2161,2026-08-29 15:30:28
2026-04-17,10:30 PM,5v5,Touch_Division_12,REGULAR,Naughty Nightmares,https://pitfootball.com/league/pit-football/teams/531,6,Banda Makers,https://pitfootball.com/league/pit-football/teams/595,27,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/130/schedule/2144,2026-08-29 15:30:28
2026-04-17,10:30 PM,5v5,Touch_Division_7,REGULAR,Necessary Roughness,https://pitfootball.com/league/pit-football/teams/608,34,Folks from the East,https://pitfootball.com/league/pit-football/teams/658,42,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/125/schedule/2152,2026-08-29 15:30:28
2026-04-17,10:30 PM,5v5,Touch_Division_6,REGULAR,Awesome luck,https://pitfootball.com/league/pit-football/teams/636,39,Strange Brew,https://pitfootball.com/league/pit-football/teams/577,42,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/123/schedule/2247,2026-08-29 15:30:28
2026-04-17,10:30 PM,5v5,Touch_Division_3,REGULAR,Goobers,https://pitfootball.com/league/pit-football/teams/639,32,Homer Hawks,https://pitfootball.com/league/pit-football/teams/601,13,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/121/schedule/2147,2026-08-29 15:30:28
2026-04-17,10:30 PM,5v5,Touch_Division_5,REGULAR,Awesome luck,https://pitfootball.com/league/pit-football/teams/636,39,Strange Brew,https://pitfootball.com/league/pit-football/teams/577,42,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/123/schedule/2247,2026-08-29 15:30:28
2026-04-11,9:30 PM,5v5,Touch_Division_13,REGULAR,One Bourbon,https://pitfootball.com/league/pit-football/teams/562,32,Checkdown Chumps,https://pitfootball.com/league/pit-football/teams/564,6,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/131/schedule/2127,2026-08-29 15:30:28
2026-04-11,9:30 PM,5v5,Touch_Division_11,REGULAR,WANGHAF,https://pitfootball.com/league/pit-football/teams/643,2,Dot City,https://pitfootball.com/league/pit-football/teams/582,18,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/129/schedule/2124,2026-08-29 15:30:28
2026-04-11,9:30 PM,Coed,Coed_Division_(Touch),REGULAR,Seriously Fun,https://pitfootball.com/league/pit-football/teams/610,31,Double tD’s,https://pitfootball.com/league/pit-football/teams/530,0,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2118,2026-08-29 15:30:28
2026-04-11,9:30 PM,5v5,Touch_Division_9,REGULAR,Young Wild and Free,https://pitfootball.com/league/pit-football/teams/566,20,Average Sized Giants,https://pitfootball.com/league/pit-football/teams/657,26,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/127/schedule/2121,2026-08-29 15:30:28
2026-04-11,9:00 PM,Flag,Flag_D1_Men's,REGULAR,MennoKnights,https://pitfootball.com/league/pit-football/teams/563,45,North Bay Flag,https://pitfootball.com/league/pit-football/teams/528,24,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2133,2026-08-29 15:30:28
2026-04-11,9:00 PM,Flag,Flag_D1_Women's,REGULAR,Triple T,https://pitfootball.com/league/pit-football/teams/600,28,Team Manitoba U18 Girls,https://pitfootball.com/league/pit-football/teams/544,51,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/173/schedule/2139,2026-08-29 15:30:28
2026-04-11,9:00 PM,5v5,Touch_Division_3,REGULAR,Goobers,https://pitfootball.com/league/pit-football/teams/639,31,Bleue’s Clueless,https://pitfootball.com/league/pit-football/teams/652,42,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/121/schedule/2130,2026-08-29 15:30:28
2026-04-11,9:00 PM,5v5,Touch_Division_4,REGULAR,Kate & Co.,https://pitfootball.com/league/pit-football/teams/591,33,Gym Class Heroes,https://pitfootball.com/league/pit-football/teams/588,19,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/122/schedule/2136,2026-08-29 15:30:28
2026-04-11,11:30 PM,5v5,Touch_Division_12,REGULAR,Banda Makers,https://pitfootball.com/league/pit-football/teams/595,19,Senor Ian's Los Amigos,https://pitfootball.com/league/pit-football/teams/568,12,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/130/schedule/2120,2026-08-29 15:30:28
2026-04-11,11:30 PM,5v5,Touch_Division_16,REGULAR,Original 16 Free Agents,https://pitfootball.com/league/pit-football/teams/573,2,Droppin Dimes,https://pitfootball.com/league/pit-football/teams/581,32,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/178/schedule/2123,2026-08-29 15:30:28
2026-04-11,11:30 PM,5v5,Touch_Division_16,REGULAR,The Big Black Brant,https://pitfootball.com/league/pit-football/teams/552,12,Toxic Waste,https://pitfootball.com/league/pit-football/teams/634,31,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/178/schedule/2129,2026-08-29 15:30:28
2026-04-11,11:30 PM,5v5,Touch_Division_14,REGULAR,Vorsprung Mafia,https://pitfootball.com/league/pit-football/teams/547,18,Cheeky Pints,https://pitfootball.com/league/pit-football/teams/545,9,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/132/schedule/2126,2026-08-29 15:30:28
2026-04-11,11:00 PM,Flag,Flag_D1_Men's,REGULAR,Alliance,https://pitfootball.com/league/pit-football/teams/594,27,Peg CIty,https://pitfootball.com/league/pit-football/teams/605,34,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2135,2026-08-29 15:30:28
2026-04-11,11:00 PM,5v5,Touch_Division_13,REGULAR,Hawks,https://pitfootball.com/league/pit-football/teams/632,32,Low Expectationz,https://pitfootball.com/league/pit-football/teams/560,12,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/131/schedule/2141,2026-08-29 15:30:28
2026-04-11,11:00 PM,Coed,Coed_Division_(Flag),REGULAR,Hot Mess Express,https://pitfootball.com/league/pit-football/teams/623,19,Disabled Guardians,https://pitfootball.com/league/pit-football/teams/650,33,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/117/schedule/2138,2026-08-29 15:30:28
2026-04-11,11:00 PM,5v5,Touch_Division_9,REGULAR,Cougar hunters,https://pitfootball.com/league/pit-football/teams/579,34,Fooseballers,https://pitfootball.com/league/pit-football/teams/578,12,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/127/schedule/2132,2026-08-29 15:30:28
2026-04-11,10:30 PM,5v5,Touch_Division_12,REGULAR,Third Down For What,https://pitfootball.com/league/pit-football/teams/602,54,Boozers,https://pitfootball.com/league/pit-football/teams/615,2,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/130/schedule/2128,2026-08-29 15:30:28
2026-04-11,10:30 PM,5v5,Touch_Division_11,REGULAR,Huddle Buddies,https://pitfootball.com/league/pit-football/teams/570,24,Silverbacks,https://pitfootball.com/league/pit-football/teams/557,14,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/129/schedule/2125,2026-08-29 15:30:28
2026-04-11,10:30 PM,Coed,Coed_Division_(Touch),REGULAR,Mean Girls,https://pitfootball.com/league/pit-football/teams/593,6,The Dirty Snaps,https://pitfootball.com/league/pit-football/teams/529,40,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2119,2026-08-29 15:30:28
2026-04-11,10:30 PM,5v5,Touch_Division_9,REGULAR,Honeysuckle Football Boys,https://pitfootball.com/league/pit-football/teams/571,35,Stone Cold Killas,https://pitfootball.com/league/pit-football/teams/576,33,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/127/schedule/2122,2026-08-29 15:30:28
2026-04-11,10:00 PM,Flag,Flag_D1_Men's,REGULAR,A1 Flags,https://pitfootball.com/league/pit-football/teams/647,13,Rebellion,https://pitfootball.com/league/pit-football/teams/584,63,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2134,2026-08-29 15:30:28
2026-04-11,10:00 PM,5v5,Touch_Division_5,REGULAR,Young Guns Two,https://pitfootball.com/league/pit-football/teams/599,18,Strange Brew,https://pitfootball.com/league/pit-football/teams/577,30,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/123/schedule/2137,2026-08-29 15:30:28
2026-04-11,10:00 PM,Flag,Flag_D2_Men's,REGULAR,U18 Team Manitoba,https://pitfootball.com/league/pit-football/teams/603,59,Down to Flag,https://pitfootball.com/league/pit-football/teams/619,18,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/114/schedule/2131,2026-08-29 15:30:28
2026-04-11,10:00 PM,Coed,Coed_Division_(Touch),REGULAR,WEAM,https://pitfootball.com/league/pit-football/teams/645,30,Here for the Football,https://pitfootball.com/league/pit-football/teams/635,26,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/118/schedule/2140,2026-08-29 15:30:28
2026-04-10,9:30 PM,5v5,Touch_Division_10,REGULAR,Gym Class Zeros,https://pitfootball.com/league/pit-football/teams/585,26,The peasants,https://pitfootball.com/league/pit-football/teams/622,34,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/128/schedule/2112,2026-08-29 15:30:28
2026-04-10,9:30 PM,5v5,Touch_Division_3,REGULAR,Homer Hawks,https://pitfootball.com/league/pit-football/teams/601,38,Lizard Kings,https://pitfootball.com/league/pit-football/teams/612,26,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/121/schedule/2115,2026-08-29 15:30:28
2026-04-10,9:30 PM,Flag,Flag_D2_Men's,REGULAR,Peg City Pipeline,https://pitfootball.com/league/pit-football/teams/629,40,Rebellion (Old-Timers),https://pitfootball.com/league/pit-football/teams/556,33,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/114/schedule/2109,2026-08-29 15:30:28
2026-04-10,9:30 PM,Coed,Coed_Division_(Touch),REGULAR,Danger Zone,https://pitfootball.com/league/pit-football/teams/621,13,Big Bowl of PicaDILLO,https://pitfootball.com/league/pit-football/teams/646,7,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2106,2026-08-29 15:30:28
2026-04-10,9:00 PM,5v5,Touch_Division_11,REGULAR,First Downers,https://pitfootball.com/league/pit-football/teams/609,49,Blue Ballers,https://pitfootball.com/league/pit-football/teams/606,13,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/129/schedule/2103,2026-08-29 15:30:28
2026-04-10,9:00 PM,5v5,Touch_Division_10,REGULAR,The Vaudevillians,https://pitfootball.com/league/pit-football/teams/614,32,Venum,https://pitfootball.com/league/pit-football/teams/565,19,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/128/schedule/2094,2026-08-29 15:30:28
2026-04-10,9:00 PM,5v5,Touch_Division_15,REGULAR,Almost Athletes,https://pitfootball.com/league/pit-football/teams/642,8,Young Bucks and Old Fs,https://pitfootball.com/league/pit-football/teams/596,54,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/133/schedule/2100,2026-08-29 15:30:28
2026-04-10,9:00 PM,5v5,Touch_Division_6,REGULAR,Injured Reserve,https://pitfootball.com/league/pit-football/teams/567,12,Avengers,https://pitfootball.com/league/pit-football/teams/649,46,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/124/schedule/2097,2026-08-29 15:30:28
2026-04-10,11:30 PM,5v5,Touch_Division_10,REGULAR,Ball Handlers,https://pitfootball.com/league/pit-football/teams/583,39,Loose Cannons,https://pitfootball.com/league/pit-football/teams/620,44,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/128/schedule/2114,2026-08-29 15:30:28
2026-04-10,11:30 PM,5v5,Touch_Division_15,REGULAR,Punt Force Trauma,https://pitfootball.com/league/pit-football/teams/550,19,Please Lettuce Win,https://pitfootball.com/league/pit-football/teams/618,25,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/133/schedule/2108,2026-08-29 15:30:28
2026-04-10,11:30 PM,5v5,Touch_Division_6,REGULAR,Past Our Bed Time,https://pitfootball.com/league/pit-football/teams/590,30,Awesome luck,https://pitfootball.com/league/pit-football/teams/636,8,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/124/schedule/2117,2026-08-29 15:30:28
2026-04-10,11:30 PM,5v5,Touch_Division_1_&_2,REGULAR,North Bay,https://pitfootball.com/league/pit-football/teams/651,25,Polk High,https://pitfootball.com/league/pit-football/teams/613,18,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/175/schedule/2111,2026-08-29 15:30:28
2026-04-10,11:00 PM,5v5,Touch_Division_12,REGULAR,TouchDown Syndrome,https://pitfootball.com/league/pit-football/teams/648,36,Naughty Nightmares,https://pitfootball.com/league/pit-football/teams/531,30,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/130/schedule/2096,2026-08-29 15:30:28
2026-04-10,11:00 PM,5v5,Touch_Division_14,REGULAR,Reapers,https://pitfootball.com/league/pit-football/teams/532,14,Back That Pass Up,https://pitfootball.com/league/pit-football/teams/575,15,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/132/schedule/2105,2026-08-29 15:30:28
2026-04-10,11:00 PM,5v5,Touch_Division_3,REGULAR,Goobers,https://pitfootball.com/league/pit-football/teams/639,34,Iowa Track Stars,https://pitfootball.com/league/pit-football/teams/616,38,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/121/schedule/2102,2026-08-29 15:30:28
2026-04-10,11:00 PM,5v5,Touch_Division_1_&_2,REGULAR,Warriors,https://pitfootball.com/league/pit-football/teams/625,46,Rouge Gods,https://pitfootball.com/league/pit-football/teams/628,47,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/175/schedule/2099,2026-08-29 15:30:28
2026-04-10,10:30 PM,5v5,Touch_Division_15,REGULAR,Endzone,https://pitfootball.com/league/pit-football/teams/644,13,Cinnamon Toast Crunch,https://pitfootball.com/league/pit-football/teams/640,23,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/133/schedule/2110,2026-08-29 15:30:28
2026-04-10,10:30 PM,Flag,Flag_D1_Women's,REGULAR,Team Manitoba U16 Girls,https://pitfootball.com/league/pit-football/teams/543,26,Team Manitoba U19 girls,https://pitfootball.com/league/pit-football/teams/542,20,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/173/schedule/2107,2026-08-29 15:30:28
2026-04-10,10:30 PM,5v5,Touch_Division_8,REGULAR,Deep Copper,https://pitfootball.com/league/pit-football/teams/561,7,Average Joes,https://pitfootball.com/league/pit-football/teams/654,25,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/126/schedule/2116,2026-08-29 15:30:28
2026-04-10,10:30 PM,5v5,Touch_Division_4,REGULAR,young guns,https://pitfootball.com/league/pit-football/teams/598,33,Gotham Knights Legends,https://pitfootball.com/league/pit-football/teams/627,52,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/122/schedule/2113,2026-08-29 15:30:28
2026-04-10,10:00 PM,5v5,Touch_Division_13,REGULAR,WF,https://pitfootball.com/league/pit-football/teams/656,0,Passaholics,https://pitfootball.com/league/pit-football/teams/611,1,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/131/schedule/2095,2026-08-29 15:30:28
2026-04-10,10:00 PM,5v5,Touch_Division_14,REGULAR,The Unction,https://pitfootball.com/league/pit-football/teams/597,20,Practice Safe Sacks,https://pitfootball.com/league/pit-football/teams/558,46,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/132/schedule/2104,2026-08-29 15:30:28
2026-04-10,10:00 PM,5v5,Touch_Division_7,REGULAR,Moneyball,https://pitfootball.com/league/pit-football/teams/626,13,Necessary Roughness,https://pitfootball.com/league/pit-football/teams/608,26,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/125/schedule/2101,2026-08-29 15:30:28
2026-04-10,10:00 PM,Flag,Flag_D3_Men's,REGULAR,That’s a Gimme,https://pitfootball.com/league/pit-football/teams/572,50,U16 Team Manitoba,https://pitfootball.com/league/pit-football/teams/549,31,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/115/schedule/2098,2026-08-29 15:30:28
2026-04-05,12:30 AM,5v5,Touch_Division_12,REGULAR,TouchDown Syndrome,https://pitfootball.com/league/pit-football/teams/648,20,Boozers,https://pitfootball.com/league/pit-football/teams/615,50,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/130/schedule/2049,2026-08-29 15:30:28
2026-04-05,12:30 AM,5v5,Touch_Division_3,REGULAR,Lizard Kings,https://pitfootball.com/league/pit-football/teams/612,20,Bleue’s Clueless,https://pitfootball.com/league/pit-football/teams/652,34,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/121/schedule/2060,2026-08-29 15:30:28
2026-04-05,12:00 AM,5v5,Touch_Division_15,REGULAR,Young Bucks and Old Fs,https://pitfootball.com/league/pit-football/teams/596,26,Punt Force Trauma,https://pitfootball.com/league/pit-football/teams/550,27,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/133/schedule/2068,2026-08-29 15:30:28
2026-04-05,12:00 AM,5v5,Touch_Division_6,REGULAR,Avengers,https://pitfootball.com/league/pit-football/teams/649,25,GCH: The Second Coming,https://pitfootball.com/league/pit-football/teams/587,12,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/123/schedule/2093,2026-08-29 15:30:28
2026-04-05,12:00 AM,5v5,Touch_Division_5,REGULAR,Avengers,https://pitfootball.com/league/pit-football/teams/649,25,GCH: The Second Coming,https://pitfootball.com/league/pit-football/teams/587,12,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/123/schedule/2093,2026-08-29 15:30:28
2026-04-04,8:45 PM,5v5,Touch_Division_12,REGULAR,Banda Makers,https://pitfootball.com/league/pit-football/teams/595,19,Third Down For What,https://pitfootball.com/league/pit-football/teams/602,24,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/130/schedule/2077,2026-08-29 15:30:28
2026-04-04,8:45 PM,5v5,Touch_Division_13,REGULAR,Checkdown Chumps,https://pitfootball.com/league/pit-football/teams/564,18,Hawks,https://pitfootball.com/league/pit-football/teams/632,12,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/131/schedule/2090,2026-08-29 15:30:28
2026-04-04,8:45 PM,5v5,Touch_Division_11,REGULAR,Huddle Buddies,https://pitfootball.com/league/pit-football/teams/570,13,Blue Ballers,https://pitfootball.com/league/pit-football/teams/606,30,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/129/schedule/2082,2026-08-29 15:30:28
2026-04-04,8:45 PM,Coed,Coed_Division_(Touch),REGULAR,Winnipeg Wolfpack,https://pitfootball.com/league/pit-football/teams/548,7,Here for the Football,https://pitfootball.com/league/pit-football/teams/635,32,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2071,2026-08-29 15:30:28
2026-04-04,8:30 PM,Flag,Flag_D1_Men's,REGULAR,North Bay Flag,https://pitfootball.com/league/pit-football/teams/528,32,A1 Flags,https://pitfootball.com/league/pit-football/teams/647,43,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2054,2026-08-29 15:30:28
2026-04-04,8:30 PM,5v5,Touch_Division_6,REGULAR,More Heart Than Demar,https://pitfootball.com/league/pit-football/teams/630,38,Young Guns Two,https://pitfootball.com/league/pit-football/teams/599,21,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/123/schedule/2091,2026-08-29 15:30:28
2026-04-04,8:30 PM,5v5,Touch_Division_5,REGULAR,More Heart Than Demar,https://pitfootball.com/league/pit-football/teams/630,38,Young Guns Two,https://pitfootball.com/league/pit-football/teams/599,21,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/123/schedule/2091,2026-08-29 15:30:28
2026-04-04,8:30 PM,Coed,Coed_Division_(Touch),REGULAR,Mean Girls,https://pitfootball.com/league/pit-football/teams/593,0,Big Bowl of PicaDILLO,https://pitfootball.com/league/pit-football/teams/646,33,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2048,2026-08-29 15:30:28
2026-04-04,8:30 PM,5v5,Touch_Division_9,REGULAR,Honeysuckle Football Boys,https://pitfootball.com/league/pit-football/teams/571,34,Average Sized Giants,https://pitfootball.com/league/pit-football/teams/657,40,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/127/schedule/2089,2026-08-29 15:30:28
2026-04-04,7:45 PM,5v5,Touch_Division_12,REGULAR,Naughty Nightmares,https://pitfootball.com/league/pit-football/teams/531,6,Senor Ian's Los Amigos,https://pitfootball.com/league/pit-football/teams/568,19,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/130/schedule/2083,2026-08-29 15:30:28
2026-04-04,7:45 PM,5v5,Touch_Division_11,REGULAR,Silverbacks,https://pitfootball.com/league/pit-football/teams/557,26,Dot City,https://pitfootball.com/league/pit-football/teams/582,14,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/129/schedule/2074,2026-08-29 15:30:28
2026-04-04,7:45 PM,Coed,Coed_Division_(Touch),REGULAR,The Dirty Snaps,https://pitfootball.com/league/pit-football/teams/529,18,Seriously Fun,https://pitfootball.com/league/pit-football/teams/610,30,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2070,2026-08-29 15:30:28
2026-04-04,7:45 PM,Flag,Flag_D3_Men's,REGULAR,That’s a Gimme,https://pitfootball.com/league/pit-football/teams/572,44,Bench Warmers,https://pitfootball.com/league/pit-football/teams/589,40,WSF South - U of M Complex (2),https://pitfootball.com/league/pit-football/division/115/schedule/2076,2026-08-29 15:30:28
2026-04-04,7:30 PM,Flag,Flag_D1_Men's,REGULAR,Rebellion,https://pitfootball.com/league/pit-football/teams/584,35,Alliance,https://pitfootball.com/league/pit-football/teams/594,38,WSF North - Garden City Complex (2),https://pitfootball.com/league/pit-football/division/113/schedule/2053,2026-08-29 15:30:28
2026-04-04,7:30 PM,Flag,Flag_D1_Women's,REGULAR,Havoc,https://pitfootball.com/league/pit-football/teams/546,20,Triple T,https://pitfootball.com/league/pit-football/teams/600,32,WSF North - Garden City Complex (1),https://pitfootball.com/league/pit-football/division/173/schedule/2047,2026-08-29 15:30:28
2026-04-04,7:30 PM,5v5,Touch_Division_4,REGULAR,young guns,https://pitfootball.com/league/pit-football/teams/598,25,Kate & Co.,https://pitfootball.com/league/pit-football/teams/591,20,WSF North - Garden City Complex (4),https://pitfootball.com/league/pit-football/division/122/schedule/2078,2026-08-29 15:30:28
2026-04-04,7:30 PM,Flag,Flag_D2_Men's,REGULAR,Peg City Pipeline,https://pitfootball.com/league/pit-football/teams/629,21,The Diddlers,https://pitfootball.com/league/pit-football/teams/638,27,WSF North - Garden City Complex (3),https://pitfootball.com/league/pit-football/division/114/schedule/2059,2026-08-29 15:30:28
2026-04-04,6:45 PM,5v5,Touch_Division_10,REGULAR,Loose Cannons,https://pitfootball.com/league/pit-football/teams/620,26,The Vaudevillians,https://pitfootball.com/league/pit-football/teams/614,21,WSF South - U of M Complex (4),https://pitfootball.com/league/pit-football/division/128/schedule/2085,2026-08-29 15:30:28
2026-04-04,6:45 PM,5v5,Touch_Division_15,REGULAR,Please Lettuce Win,https://pitfootball.com/league/pit-football/teams/618,14,Endzone,https://pitfootball.com/league/pit-football/teams/644,31,WSF South - U of M Complex (3),https://pitfootball.com/league/pit-football/division/133/schedule/2080,2026-08-29 15:30:28
2026-04-04,6:45 PM,Coed,Coed_Division_(Touch),REGULAR,WEAM,https://pitfootball.com/league/pit-football/teams/645,32,Double tD’s,https://pitfootball.com/league/pit-football/teams/530,13,WSF South - U of M Complex (1),https://pitfootball.com/league/pit-football/division/118/schedule/2069,2026-08-29 15:30:28
